Entry,Name,Position,Pathways
8503,['(RefSeq) phosphoinositide-3-kinase regulatory subunit 3'],1p34.1,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04024', 'cAMP signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04070', 'Phosphatidylinositol signaling system'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04072', 'Phospholipase D signaling pathway'), ('hsa04140', 'Autophagy - animal'), ('hsa04150', 'mTOR signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04152', 'AMPK signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04218', 'Cellular senescence'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04380', 'Osteoclast differentiation'), ('hsa04510', 'Focal adhesion'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04611', 'Platelet activation'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04620', 'Toll-like receptor signaling pathway'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04660', 'T cell receptor signaling pathway'), ('hsa04662', 'B cell receptor signaling pathway'), ('hsa04664', 'Fc epsilon RI signaling pathway'), ('hsa04666', 'Fc gamma R-mediated phagocytosis'), ('hsa04668', 'TNF signaling pathway'), ('hsa04670', 'Leukocyte transendothelial migration'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04725', 'Cholinergic synapse'), ('hsa04750', 'Inflammatory mediator regulation of TRP channels'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04923', 'Regulation of lipolysis in adipocytes'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04929', 'GnRH secretion'), ('hsa04930', 'Type II diabetes mellitus'), ('hsa04931', 'Insulin resistance'), ('hsa04932', 'Non-alcoholic fatty liver disease'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa04960', 'Aldosterone-regulated sodium reabsorption'), ('hsa04973', 'Carbohydrate digestion and absorption'), ('hsa05010', 'Alzheimer disease'), ('hsa05017', 'Spinocerebellar ataxia'), ('hsa05020', 'Prion disease'), ('hsa05100', 'Bacterial invasion of epithelial cells'), ('hsa05131', 'Shigellosis'), ('hsa05135', 'Yersinia infection'), ('hsa05142', 'Chagas disease'), ('hsa05146', 'Amoebiasis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05218', 'Melanoma'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05231', 'Choline metabolism in cancer'), ('hsa05235', 'PD-L1 expression and PD-1 checkpoint pathway in cancer'), ('hsa05415', 'Diabetic cardiomyopathy'), ('hsa05417', 'Lipid and atherosclerosis'), ('hsa05418', 'Fluid shear stress and atherosclerosis')]"
1387,['(RefSeq) CREB binding protein'],16p13.3,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
2033,['(RefSeq) E1A binding protein p300'],22q13.2,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
3665,['(RefSeq) interferon regulatory factor 7'],11p15.5,"[('hsa04620', 'Toll-like receptor signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04622', 'RIG-I-like receptor signaling pathway'), ('hsa04623', 'Cytosolic DNA-sensing pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05164', 'Influenza A'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05417', 'Lipid and atherosclerosis')]"
3572,['(RefSeq) interleukin 6 cytokine family signal transducer'],5q11.2,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04659', 'Th17 cell differentiation'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis')]"
9261,['(RefSeq) MAPK activated protein kinase 2'],1q32.1,"[('hsa04010', 'MAPK signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05203', 'Viral carcinogenesis')]"
718,['(RefSeq) complement C3'],19p13.3,"[('hsa04080', 'Neuroactive ligand-receptor interaction'), ('hsa04145', 'Phagosome'), ('hsa04610', 'Complement and coagulation cascades'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04936', 'Alcoholic liver disease'), ('hsa05131', 'Shigellosis'), ('hsa05133', 'Pertussis'), ('hsa05134', 'Legionellosis'), ('hsa05140', 'Leishmaniasis'), ('hsa05142', 'Chagas disease'), ('hsa05150', 'Staphylococcus aureus infection'), ('hsa05152', 'Tuberculosis'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05322', 'Systemic lupus erythematosus')]"
3105,"['(RefSeq) major histocompatibility complex, class I, A']",6p22.1,"[('hsa04144', 'Endocytosis'), ('hsa04145', 'Phagosome'), ('hsa04218', 'Cellular senescence'), ('hsa04514', 'Cell adhesion molecules'), ('hsa04612', 'Antigen processing and presentation'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04940', 'Type I diabetes mellitus'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05320', 'Autoimmune thyroid disease'), ('hsa05330', 'Allograft rejection'), ('hsa05332', 'Graft-versus-host disease'), ('hsa05416', 'Viral myocarditis')]"
3106,"['(RefSeq) major histocompatibility complex, class I, B']",6p21.33,"[('hsa04144', 'Endocytosis'), ('hsa04145', 'Phagosome'), ('hsa04218', 'Cellular senescence'), ('hsa04514', 'Cell adhesion molecules'), ('hsa04612', 'Antigen processing and presentation'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04940', 'Type I diabetes mellitus'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05320', 'Autoimmune thyroid disease'), ('hsa05330', 'Allograft rejection'), ('hsa05332', 'Graft-versus-host disease'), ('hsa05416', 'Viral myocarditis')]"
3107,"['(RefSeq) major histocompatibility complex, class I, C']",6p21.33,"[('hsa04144', 'Endocytosis'), ('hsa04145', 'Phagosome'), ('hsa04218', 'Cellular senescence'), ('hsa04514', 'Cell adhesion molecules'), ('hsa04612', 'Antigen processing and presentation'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04940', 'Type I diabetes mellitus'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05320', 'Autoimmune thyroid disease'), ('hsa05330', 'Allograft rejection'), ('hsa05332', 'Graft-versus-host disease'), ('hsa05416', 'Viral myocarditis')]"
3133,"['(RefSeq) major histocompatibility complex, class I, E']",6p22.1,"[('hsa04144', 'Endocytosis'), ('hsa04145', 'Phagosome'), ('hsa04218', 'Cellular senescence'), ('hsa04514', 'Cell adhesion molecules'), ('hsa04612', 'Antigen processing and presentation'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04940', 'Type I diabetes mellitus'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05320', 'Autoimmune thyroid disease'), ('hsa05330', 'Allograft rejection'), ('hsa05332', 'Graft-versus-host disease'), ('hsa05416', 'Viral myocarditis')]"
3134,"['(RefSeq) major histocompatibility complex, class I, F']",6p22.1,"[('hsa04144', 'Endocytosis'), ('hsa04145', 'Phagosome'), ('hsa04218', 'Cellular senescence'), ('hsa04514', 'Cell adhesion molecules'), ('hsa04612', 'Antigen processing and presentation'), ('hsa04940', 'Type I diabetes mellitus'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05320', 'Autoimmune thyroid disease'), ('hsa05330', 'Allograft rejection'), ('hsa05332', 'Graft-versus-host disease'), ('hsa05416', 'Viral myocarditis')]"
3135,"['(RefSeq) major histocompatibility complex, class I, G']",6p22.1,"[('hsa04144', 'Endocytosis'), ('hsa04145', 'Phagosome'), ('hsa04218', 'Cellular senescence'), ('hsa04514', 'Cell adhesion molecules'), ('hsa04612', 'Antigen processing and presentation'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04940', 'Type I diabetes mellitus'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05320', 'Autoimmune thyroid disease'), ('hsa05330', 'Allograft rejection'), ('hsa05332', 'Graft-versus-host disease'), ('hsa05416', 'Viral myocarditis')]"
1237,['(RefSeq) C-C motif chemokine receptor 8'],3p22.1,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05203', 'Viral carcinogenesis')]"
4055,['(RefSeq) lymphotoxin beta receptor'],12p13.31,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04064', 'NF-kappa B signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04672', 'Intestinal immune network for IgA production'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05203', 'Viral carcinogenesis')]"
3190,['(RefSeq) heterogeneous nuclear ribonucleoprotein K'],9q21.32,"[('hsa03040', 'Spliceosome'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer')]"
1654,['(RefSeq) DEAD-box helicase 3 X-linked'],Xp11.4,"[('hsa04622', 'RIG-I-like receptor signaling pathway'), ('hsa05161', 'Hepatitis B'), ('hsa05203', 'Viral carcinogenesis')]"
7531,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon'],17p13.3,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05203', 'Viral carcinogenesis')]"
5610,['(RefSeq) eukaryotic translation initiation factor 2 alpha kinase 2'],2p22.2,"[('hsa04141', 'Protein processing in endoplasmic reticulum'), ('hsa04217', 'Necroptosis'), ('hsa05010', 'Alzheimer disease'), ('hsa05160', 'Hepatitis C'), ('hsa05162', 'Measles'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05203', 'Viral carcinogenesis')]"
1026,['(RefSeq) cyclin dependent kinase inhibitor 1A'],6p21.2,"[('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04928', 'Parathyroid hormone synthesis, secretion and action'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05217', 'Basal cell carcinoma'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer')]"
5566,['(RefSeq) protein kinase cAMP-activated catalytic subunit alpha'],19p13.12,"[('hsa01522', 'Endocrine resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04020', 'Calcium signaling pathway'), ('hsa04024', 'cAMP signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04114', 'Oocyte meiosis'), ('hsa04140', 'Autophagy - animal'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04261', 'Adrenergic signaling in cardiomyocytes'), ('hsa04270', 'Vascular smooth muscle contraction'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04340', 'Hedgehog signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04530', 'Tight junction'), ('hsa04540', 'Gap junction'), ('hsa04611', 'Platelet activation'), ('hsa04713', 'Circadian entrainment'), ('hsa04714', 'Thermogenesis'), ('hsa04720', 'Long-term potentiation'), ('hsa04723', 'Retrograde endocannabinoid signaling'), ('hsa04724', 'Glutamatergic synapse'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04727', 'GABAergic synapse'), ('hsa04728', 'Dopaminergic synapse'), ('hsa04740', 'Olfactory transduction'), ('hsa04742', 'Taste transduction'), ('hsa04750', 'Inflammatory mediator regulation of TRP channels'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04911', 'Insulin secretion'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04913', 'Ovarian steroidogenesis'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04918', 'Thyroid hormone synthesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04923', 'Regulation of lipolysis in adipocytes'), ('hsa04924', 'Renin secretion'), ('hsa04925', 'Aldosterone synthesis and secretion'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04927', 'Cortisol synthesis and secretion'), ('hsa04928', 'Parathyroid hormone synthesis, secretion and action'), ('hsa04934', 'Cushing syndrome'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa04961', 'Endocrine and other factor-regulated calcium reabsorption'), ('hsa04962', 'Vasopressin-regulated water reabsorption'), ('hsa04970', 'Salivary secretion'), ('hsa04971', 'Gastric acid secretion'), ('hsa04976', 'Bile secretion'), ('hsa05012', 'Parkinson disease'), ('hsa05020', 'Prion disease'), ('hsa05030', 'Cocaine addiction'), ('hsa05031', 'Amphetamine addiction'), ('hsa05032', 'Morphine addiction'), ('hsa05034', 'Alcoholism'), ('hsa05110', 'Vibrio cholerae infection'), ('hsa05146', 'Amoebiasis'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05414', 'Dilated cardiomyopathy')]"
5567,['(RefSeq) protein kinase cAMP-activated catalytic subunit beta'],1p31.1,"[('hsa01522', 'Endocrine resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04020', 'Calcium signaling pathway'), ('hsa04024', 'cAMP signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04114', 'Oocyte meiosis'), ('hsa04140', 'Autophagy - animal'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04261', 'Adrenergic signaling in cardiomyocytes'), ('hsa04270', 'Vascular smooth muscle contraction'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04340', 'Hedgehog signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04530', 'Tight junction'), ('hsa04540', 'Gap junction'), ('hsa04611', 'Platelet activation'), ('hsa04713', 'Circadian entrainment'), ('hsa04714', 'Thermogenesis'), ('hsa04720', 'Long-term potentiation'), ('hsa04723', 'Retrograde endocannabinoid signaling'), ('hsa04724', 'Glutamatergic synapse'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04727', 'GABAergic synapse'), ('hsa04728', 'Dopaminergic synapse'), ('hsa04740', 'Olfactory transduction'), ('hsa04742', 'Taste transduction'), ('hsa04750', 'Inflammatory mediator regulation of TRP channels'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04911', 'Insulin secretion'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04913', 'Ovarian steroidogenesis'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04918', 'Thyroid hormone synthesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04923', 'Regulation of lipolysis in adipocytes'), ('hsa04924', 'Renin secretion'), ('hsa04925', 'Aldosterone synthesis and secretion'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04927', 'Cortisol synthesis and secretion'), ('hsa04928', 'Parathyroid hormone synthesis, secretion and action'), ('hsa04934', 'Cushing syndrome'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa04961', 'Endocrine and other factor-regulated calcium reabsorption'), ('hsa04962', 'Vasopressin-regulated water reabsorption'), ('hsa04970', 'Salivary secretion'), ('hsa04971', 'Gastric acid secretion'), ('hsa04976', 'Bile secretion'), ('hsa05012', 'Parkinson disease'), ('hsa05020', 'Prion disease'), ('hsa05030', 'Cocaine addiction'), ('hsa05031', 'Amphetamine addiction'), ('hsa05032', 'Morphine addiction'), ('hsa05034', 'Alcoholism'), ('hsa05110', 'Vibrio cholerae infection'), ('hsa05146', 'Amoebiasis'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05414', 'Dilated cardiomyopathy')]"
